iter	RMSE
378	0.3679333974
379	0.3675577556
380	0.3673881579
381	0.36716266
382	0.3669041868
383	0.3666635658
384	0.3664215256
385	0.3662497995
386	0.3661675504
387	0.3659002932
388	0.3656581633
389	0.3654363819
390	0.3650870434
391	0.3648437377
392	0.364618656
393	0.3643294258
394	0.364151769
395	0.3638860361
396	0.3636728917
397	0.3635555542
398	0.363328255
399	0.3631564953
400	0.3628534117
401	0.3626995247
402	0.3624964891
403	0.3622582825
404	0.3621199328
405	0.3619420786
406	0.361734715
407	0.3615206758
408	0.3614323862
409	0.3612945855
410	0.3611378228
411	0.3609176052
412	0.360699622
413	0.3602888665
414	0.3600856661
415	0.3599019367
416	0.3596844679
417	0.3594318285
418	0.3591669671
419	0.3589864536
420	0.3588253953
421	0.3587465921
422	0.3584410074
423	0.3582540831
424	0.3580785637
425	0.357901084
426	0.3577081511
427	0.3573291271
428	0.35703425
429	0.3568548007
430	0.3565345765
431	0.3563831059
432	0.3561895549
433	0.3560350566
434	0.355813948
435	0.3555894595
436	0.3554319099
437	0.3552455379
438	0.3550409064
439	0.3547720216
440	0.3545915357
441	0.3543819508
442	0.3541855296
443	0.354085557
444	0.3535949924
445	0.3533546406
446	0.3530458762
447	0.3528728028
448	0.3526813481
449	0.3525349832
450	0.3524108087
451	0.352286447
452	0.352132733
453	0.3520112694
454	0.3519007145
455	0.3516384471
456	0.3513067262
457	0.3511541373
458	0.3509400831
459	0.3507907678
460	0.3506294907
461	0.3504126889
462	0.3502440805
463	0.3500993073
464	0.3499622937
465	0.3498227658
466	0.3496751574
467	0.3495234336
468	0.3493947798
469	0.349217761
470	0.3489992948
471	0.3487714704
472	0.3486385864
473	0.3485434688
474	0.3483688366
475	0.3482498528
476	0.3480187945
477	0.3478909565
478	0.3477087407
479	0.3475458047
480	0.3473372009
481	0.3471707297
482	0.3468921761
483	0.3467650815
484	0.3466142047
485	0.346339693
486	0.3462342664
487	0.3460262019
488	0.3459162962
489	0.345681589
490	0.3454295826
491	0.3453027486
492	0.345167373
493	0.3449279608
494	0.3447577938
495	0.3445964169
496	0.3443815591
497	0.3442030613
498	0.3440653538
499	0.3438736746
500	0.3434972498
501	0.3433319495
502	0.3432039203
503	0.3429893984
504	0.3429232892
505	0.3426470127
506	0.3424846638
507	0.3423450016
508	0.3421794689
509	0.3421101552
510	0.3418167618
511	0.3416354666
512	0.3413774538
513	0.341121076
514	0.3409958105
515	0.3408399852
516	0.3405315045
517	0.3402988804
518	0.3401373729
519	0.3399785235
520	0.3398022647
521	0.3396129771
522	0.3394637458
523	0.3393134401
524	0.3392220234
525	0.3390817912
526	0.3389549401
527	0.3388535811
528	0.3386193708
529	0.3384870881
530	0.3383887782
531	0.3382322395
532	0.3381545662
533	0.3380083076
534	0.3379213732
535	0.3377838635
536	0.3376767662
537	0.3373718151
538	0.3371088066
539	0.3369204312
540	0.3368343364
541	0.33654494
542	0.3363520677
543	0.336262112
544	0.336041807
545	0.3357391633
546	0.3355589845
547	0.3354145822
548	0.3351674089
549	0.3350308702
550	0.3348608052
551	0.3346889157
552	0.3344966827
553	0.3343470586
554	0.3342463133
555	0.3339933938
556	0.3337425185
557	0.3336460286
558	0.3335362585
559	0.3333968854
560	0.3331961046
561	0.3328860612
562	0.3326559389
563	0.3323760358
564	0.3322533028
565	0.3320979811
566	0.3319128372
567	0.3316844402
568	0.3313146985
569	0.3312018345
570	0.3311205488
571	0.3308659498
572	0.3306654184
573	0.3305002071
574	0.3303329598
575	0.3301712317
576	0.3299432268
577	0.3298006835
578	0.3297145561
579	0.3294379984
580	0.3291926388
581	0.3289243552
582	0.3287847405
583	0.3285270858
584	0.3282965767
585	0.3280951729
586	0.3279528086
587	0.3277736573
588	0.3276243978
589	0.3275002805
590	0.3273761795
591	0.327095099
592	0.3269502252
593	0.326891608
594	0.3267001096
595	0.3265011232
596	0.326205739
597	0.3260452076
598	0.325876479
599	0.3257197169
600	0.3256698578
601	0.3255063325
602	0.3253024464
603	0.3251783267
604	0.3251219903
605	0.324900678
606	0.3247679996
607	0.324624188
608	0.3244658095
609	0.3243112491
610	0.3240908685
611	0.3237789903
612	0.3236771927
613	0.3235654684
614	0.3234899325
615	0.323362814
616	0.3231975357
617	0.3229584107
618	0.3227950342
619	0.3226026826
620	0.3224363583
621	0.3223345141
622	0.3221756689
623	0.3220505901
624	0.3218745452
625	0.3217557655
626	0.3216155325
627	0.3214841394
628	0.3213250231
629	0.321200047
630	0.32098416
631	0.3208401714
632	0.320739875
633	0.3205641339
634	0.3203343803
635	0.3202560514
636	0.3201534326
637	0.3198701068
638	0.319738138
639	0.3196452785
640	0.3194915532
641	0.3192834048
642	0.3190952112
643	0.3189407892
644	0.3188222754
645	0.3187829066
646	0.3186305553
647	0.3184844944
648	0.3183070245
649	0.3181847185
650	0.3180698325
651	0.3179578385
652	0.317847148
653	0.317681731
654	0.3175514119
655	0.3174149893
656	0.3172023147
657	0.317042162
658	0.316830199
659	0.3166680777
660	0.3165669294
661	0.3164583671
662	0.316326526
663	0.316220744
664	0.3160537037
665	0.3159314445
666	0.3157907051
667	0.3157281847
668	0.3155273884
669	0.3153570924
670	0.3152636887
671	0.3151132261
672	0.3149742901
673	0.314819659
674	0.3146632506
675	0.3145622826
676	0.3144774115
677	0.3142614677
678	0.3141361704
679	0.3139495288
680	0.3138402762
681	0.3136816119
682	0.3135346217
683	0.3133815257
684	0.3132719295
685	0.31315154
686	0.3130370334
687	0.3129252511
688	0.3127238599
689	0.3125327175
690	0.3124348212
691	0.3123193941
692	0.3121574306
693	0.312072113
694	0.3119175174
695	0.3117808494
696	0.3116593999
697	0.3115243057
698	0.3113593011
699	0.3113021876
700	0.3111610275
701	0.3110938254
702	0.3109828263
703	0.3107344911
704	0.3105619339
705	0.3103855156
706	0.3101945405
707	0.3100325543
708	0.3098380675
709	0.3096904048
710	0.309545382
711	0.3093841398
712	0.3092439446
713	0.3090861483
714	0.3089213398
715	0.3087162015
716	0.3085387041
717	0.3083708761
718	0.3082082557
719	0.3081028992
720	0.3080142186
721	0.3078196564
722	0.3076235986
723	0.3073802243
724	0.3072144621
725	0.3070527723
726	0.3068296842
727	0.3066104987
728	0.3065341459
729	0.3064428774
730	0.3062409827
731	0.306132074
732	0.3059500498
733	0.3058270672
734	0.3057467579
735	0.3056604571
736	0.3054679267
737	0.305387983
738	0.3052444311
739	0.3051109697
740	0.3049801717
741	0.3048086936
742	0.3047156463
743	0.3046032746
744	0.3044084275
745	0.3043148112
746	0.3041968927
747	0.3041435694
748	0.3039723855
749	0.3038545135
750	0.303654675
751	0.3035130211
752	0.3033831656
753	0.3033074503
754	0.3031553963
755	0.3030467709
756	0.3029739254
757	0.3027577441
758	0.3026288119
759	0.3025153391
760	0.3023770274
761	0.302219107
762	0.3020594404
763	0.3018919688
764	0.3017132698
765	0.3016037105
766	0.3015011374
767	0.301450125
768	0.3013479996
769	0.3012242175
770	0.3010182041
771	0.3009489182
772	0.3007827326
773	0.3006834198
774	0.3005443434
775	0.3003601597
776	0.3002039641
777	0.3000885173
778	0.2999268346
779	0.2998565402
780	0.2997592574
781	0.2996694968
782	0.2995662179
783	0.2994017589
784	0.2992750574
785	0.2991472387
786	0.2990594258
787	0.2989533898
788	0.298818627
789	0.2987046137
790	0.2985713562
791	0.298421907
792	0.2982756199
793	0.2981434845
794	0.2980181284
795	0.297908842
796	0.2978248337
797	0.2976977056
798	0.2975976685
799	0.2975493303
800	0.2974165343
801	0.2972771831
802	0.2972436137
803	0.2971738129
804	0.2970073331
805	0.2968760156
806	0.2967721108
807	0.2966452859
808	0.2965831556
809	0.296415805
810	0.2962916444
811	0.2961224315
812	0.2959967577
813	0.2958118352
814	0.2956617303
815	0.2955379229
816	0.2954222328
817	0.2952764755
818	0.2951124272
819	0.2949568723
820	0.2948769071
821	0.2947875506
822	0.2947059157
823	0.2946411763
824	0.2945060273
825	0.2943630631
826	0.2942278307
827	0.2941977571
828	0.2941179215
829	0.2940300831
830	0.2939475858
831	0.2938599114
832	0.2937384796
833	0.2936221374
834	0.2935671514
835	0.2934558765
836	0.2933555527
837	0.2932793365
838	0.2931105021
839	0.2929738339
840	0.292779925
841	0.2926782102
842	0.2925646744
843	0.2924495416
844	0.2923715748
845	0.2922784329
846	0.2921702517
847	0.2921127973
848	0.2919385789
849	0.2918209072
850	0.2916410363
851	0.2915107603
852	0.2914676966
853	0.2913657156
854	0.2912403743
855	0.2912108775
856	0.2911078601
857	0.2909641048
858	0.2908183948
859	0.2907103219
860	0.2906088348
861	0.290458969
862	0.2903591678
863	0.2902129511
864	0.2901201869
865	0.2900518708
866	0.2899359381
867	0.2898698313
868	0.2897458421
869	0.2896601282
870	0.28951368
871	0.2894201066
872	0.289302725
873	0.2891978396
874	0.2891223369
875	0.2890177466
876	0.2889482197
877	0.28881643
878	0.2887457077
879	0.2887207172
880	0.2885635208
881	0.2883938431
882	0.2882164601
883	0.2880940983
884	0.2879266129
885	0.2877700665
886	0.2876828034
887	0.2875457917
888	0.2874617212
889	0.2873546644
890	0.2872913556
891	0.2872003765
892	0.2871197968
893	0.2870286369
894	0.2869596119
895	0.2868102792
896	0.2866453422
897	0.2865217077
898	0.2864082945
899	0.286345893
900	0.2861901788
901	0.2860713775
902	0.2858917666
903	0.2858121658
904	0.285746867
905	0.2856631923
906	0.2856260403
907	0.2855068466
908	0.2853892148
909	0.2853093381
910	0.2852086056
911	0.2851051897
912	0.2849360684
913	0.2848213277
914	0.2847464772
